nomor_induk_kependudukan,nomor_kartu_keluarga,nama,tanggal_lahir,usia,jenis_kelamin,status_hubungan_keluarga,status_kawin,gaji_bulanan,gaji,desil_nasional,desil,provinsi,kabupaten_kota,kecamatan,kelurahan_desa,alamat,status_bantuan,pbi_nasional,pbi_pemda,partisipasi_sekolah,jenjang_tertinggi_yang_diduduki,ijazah_tertinggi_yang_dimiliki,status_bekerja,lapangan_usaha_dari_pekerjaan_utama,status_dalam_pekerjaan_utama,id_pelanggan_pln,daya_terpasang,status_kepemilikan_rumah,jenis_lantai_terluas,jenis_dinding_terluas,jenis_atap_terluas,sumber_air_minum_utama,sumber_penerangan_utama,bahan_bakar_utama_memasak,fasilitas_bab,jenis_kloset,pembuangan_akhir_tinja,kepemilikan_aset,aset_bergerak_sepeda_motor,aset_bergerak_mobil,aset_bergerak_tv_datar,aset_bergerak_smartphone,aset_bergerak_lemari_es,kondisi_gizi,penglihatan,pendengaran,berjalan_atau_naik_tangga
3201012786000119,3201012010180040,Nur Kurniawan,2003-08-14,23,Perempuan,Istri,Belum Kawin,2665412.0,2665412.0,4,4,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 119,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Ya,Jasa keuangan & asuransi,Buruh/Karyawan/Pegawai,532100000040,1300 VA,Milik Sendiri,Ubin/Teraso,Kayu,Asbes,Sumur Bor/Pompa,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012796000120,3201012010180040,Bambang Rahmawati,1988-09-07,38,Laki-laki,Anak,Belum Kawin,2645807.0,2645807.0,8,8,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 120,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Perdagangan besar dan eceran,Berusaha sendiri,532100000040,450 VA,Milik Sendiri,Keramik,Kayu,Asbes,Sumur Bor/Pompa,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011696000121,3201012010180041,Rahmat Rahmawati,1996-06-18,30,Laki-laki,Kepala Keluarga,Kawin/Nikah,9719518.0,9719518.0,5,5,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 121,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Konstruksi,Pekerja bebas,532100000041,450 VA,Milik Sendiri,Ubin/Teraso,Tembok,Seng,Sumur Bor/Pompa,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011492000122,3201012010180041,Cut Kusuma,2003-07-16,23,Perempuan,Istri,Belum Kawin,15766475.0,15766475.0,7,7,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 122,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Ya,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000041,2200 VA,Bebas Sewa,Semen,Kayu,Asbes,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011097000123,3201012010180041,Teuku Suryani,2000-11-23,26,Laki-laki,Anak,Belum Kawin,3232814.0,3232814.0,7,7,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 123,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,Jasa keuangan & asuransi,Berusaha sendiri,532100000041,900 VA,Bebas Sewa,Ubin/Teraso,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012470000124,3201012010180042,Dewi Sartika,1988-08-01,38,Perempuan,Kepala Keluarga,Kawin/Nikah,6306567.0,6306567.0,3,3,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 124,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Administrasi pemerintahan,Berusaha sendiri,532100000042,1300 VA,Milik Sendiri,Ubin/Teraso,Tembok,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011783000125,3201012010180042,Teuku Pratama,1960-04-16,66,Laki-laki,Istri,Kawin/Nikah,14857414.0,14857414.0,1,1,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 125,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Perdagangan besar dan eceran,Berusaha sendiri,532100000042,900 VA,Kontrak/Sewa,Keramik,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012198000126,3201012010180042,Dedi Nyak Dien,1984-03-21,42,Laki-laki,Anak,Belum Kawin,2349792.0,2349792.0,10,10,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 126,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,"Pertanian, kehutanan, dan perikanan",Pekerja bebas,532100000042,900 VA,Kontrak/Sewa,Semen,Kayu,Genteng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012281000127,3201012010180043,Irfan Putri,1968-04-09,58,Laki-laki,Kepala Keluarga,Kawin/Nikah,7281775.0,7281775.0,1,1,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 127,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Konstruksi,Pekerja bebas,532100000043,900 VA,Bebas Sewa,Ubin/Teraso,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012590000128,3201012010180043,Sri Umar,1993-01-12,33,Perempuan,Istri,Kawin/Nikah,17721031.0,17721031.0,6,6,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 128,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Industri pengolahan,Buruh/Karyawan/Pegawai,532100000043,450 VA,Bebas Sewa,Keramik,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012286000129,3201012010180043,Dedi Kurniawan,1987-12-13,39,Laki-laki,Anak,Belum Kawin,4443304.0,4443304.0,5,5,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 129,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Tidak,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000043,1300 VA,Kontrak/Sewa,Semen,Tembok,Seng,Sumur Bor/Pompa,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011177000130,3201012010180044,Teuku Kurniawan,1967-08-20,59,Laki-laki,Kepala Keluarga,Kawin/Nikah,3215403.0,3215403.0,2,2,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 130,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000044,900 VA,Kontrak/Sewa,Ubin/Teraso,Kayu,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011394000131,3201012010180044,Budi Putri,1987-05-17,39,Laki-laki,Istri,Kawin/Nikah,14661987.0,14661987.0,9,9,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 131,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Industri pengolahan,Pekerja bebas,532100000044,900 VA,Kontrak/Sewa,Keramik,Kayu,Genteng,Sumur Bor/Pompa,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012670000132,3201012010180044,Siti Santoso,1975-01-16,51,Perempuan,Anak,Belum Kawin,2581657.0,2581657.0,9,9,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 132,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Tidak,Industri pengolahan,Pekerja bebas,532100000044,1300 VA,Kontrak/Sewa,Keramik,Kayu,Genteng,Sumur Bor/Pompa,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012671000133,3201012010180045,Yuni Umar,1989-05-25,37,Perempuan,Kepala Keluarga,Kawin/Nikah,15139666.0,15139666.0,1,1,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 133,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Jasa keuangan & asuransi,Pekerja bebas,532100000045,1300 VA,Bebas Sewa,Semen,Tembok,Seng,Layanan Perpipaan (PDAM),Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011693000134,3201012010180045,Tri Kusuma,1969-01-14,57,Laki-laki,Istri,Kawin/Nikah,2225071.0,2225071.0,6,6,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 134,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Administrasi pemerintahan,Pekerja bebas,532100000045,1300 VA,Milik Sendiri,Keramik,Tembok,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011872000135,3201012010180045,Siti Kusuma,1993-07-23,33,Perempuan,Anak,Belum Kawin,2590586.0,2590586.0,9,9,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 135,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,Konstruksi,Buruh/Karyawan/Pegawai,532100000045,2200 VA,Bebas Sewa,Keramik,Tembok,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012080000136,3201012010180046,Ahmad Setiawan,1974-02-07,52,Laki-laki,Kepala Keluarga,Kawin/Nikah,2342723.0,2342723.0,3,3,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 136,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Jasa keuangan & asuransi,Berusaha sendiri,532100000046,450 VA,Bebas Sewa,Ubin/Teraso,Tembok,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011595000137,3201012010180046,Dedi Rahmawati,1973-06-05,53,Laki-laki,Istri,Kawin/Nikah,13484186.0,13484186.0,9,9,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 137,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Jasa keuangan & asuransi,Buruh/Karyawan/Pegawai,532100000046,450 VA,Kontrak/Sewa,Ubin/Teraso,Tembok,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011071000138,3201012010180046,Rina Nyak Dien,1972-07-12,54,Perempuan,Anak,Belum Kawin,5904973.0,5904973.0,2,2,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 138,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Tidak,Administrasi pemerintahan,Berusaha sendiri,532100000046,900 VA,Milik Sendiri,Ubin/Teraso,Tembok,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012285000139,3201012010180047,Budi Wijaya,2003-07-06,23,Laki-laki,Kepala Keluarga,Belum Kawin,6769937.0,6769937.0,8,8,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 139,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Ya,Konstruksi,Pekerja bebas,532100000047,900 VA,Bebas Sewa,Ubin/Teraso,Kayu,Seng,Sumur Bor/Pompa,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011483000140,3201012010180047,Rahmat Kusuma,2000-09-26,26,Laki-laki,Istri,Kawin/Nikah,14523884.0,14523884.0,6,6,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 140,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Industri pengolahan,Berusaha sendiri,532100000047,900 VA,Milik Sendiri,Ubin/Teraso,Tembok,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012194000141,3201012010180047,Eko Kusuma,1970-02-08,56,Laki-laki,Anak,Belum Kawin,2888772.0,2888772.0,4,4,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 141,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000047,900 VA,Bebas Sewa,Ubin/Teraso,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012874000142,3201012010180048,Eko Wibowo,1991-09-10,35,Laki-laki,Kepala Keluarga,Kawin/Nikah,2384084.0,2384084.0,4,4,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 142,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Perdagangan besar dan eceran,Pekerja bebas,532100000048,2200 VA,Milik Sendiri,Ubin/Teraso,Tembok,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012071000143,3201012010180048,Budi Nyak Dien,1997-12-05,29,Laki-laki,Istri,Kawin/Nikah,8260917.0,8260917.0,7,7,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 143,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Jasa keuangan & asuransi,Berusaha sendiri,532100000048,1300 VA,Milik Sendiri,Keramik,Kayu,Asbes,Layanan Perpipaan (PDAM),Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012792000144,3201012010180048,Sri Hidayat,1974-11-19,52,Perempuan,Anak,Belum Kawin,7773819.0,7773819.0,3,3,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 144,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Konstruksi,Berusaha sendiri,532100000048,450 VA,Milik Sendiri,Semen,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik PLN,Listrik,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011480000145,3201012010180049,Teuku Kusuma,1982-06-06,44,Laki-laki,Kepala Keluarga,Kawin/Nikah,2867090.0,2867090.0,5,5,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 145,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000049,1300 VA,Kontrak/Sewa,Keramik,Tembok,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012385000146,3201012010180049,Yuni Hidayat,1994-07-04,32,Perempuan,Istri,Kawin/Nikah,11864461.0,11864461.0,2,2,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 146,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Perdagangan besar dan eceran,Berusaha sendiri,532100000049,1300 VA,Milik Sendiri,Keramik,Kayu,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011280000147,3201012010180049,Sri Lestari,2005-01-14,21,Perempuan,Anak,Belum Kawin,2885386.0,2885386.0,2,2,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 147,PKH & BPNT,Tidak,Tidak,Masih Sekolah,SMP/MTs,SMP/MTs,Ya,Industri pengolahan,Pekerja bebas,532100000049,1300 VA,Bebas Sewa,Ubin/Teraso,Kayu,Genteng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012574000148,3201012010180050,Siti Hidayat,1960-07-03,66,Perempuan,Kepala Keluarga,Kawin/Nikah,2508857.0,2508857.0,1,1,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 148,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Administrasi pemerintahan,Berusaha sendiri,532100000050,450 VA,Kontrak/Sewa,Keramik,Kayu,Seng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012782000149,3201012010180050,Anisa Hidayat,1984-06-06,42,Perempuan,Istri,Kawin/Nikah,14188810.0,14188810.0,5,5,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 149,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Konstruksi,Buruh/Karyawan/Pegawai,532100000050,900 VA,Bebas Sewa,Semen,Tembok,Genteng,Sumur Bor/Pompa,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012877000150,3201012010180050,Tri Rahmawati,1984-09-14,42,Laki-laki,Anak,Belum Kawin,4540885.0,4540885.0,8,8,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 150,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Tidak,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000050,900 VA,Milik Sendiri,Ubin/Teraso,Tembok,Genteng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012376000151,3201012010180051,Wawan Setiawan,1980-12-26,46,Laki-laki,Kepala Keluarga,Kawin/Nikah,15167121.0,15167121.0,9,9,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 151,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Konstruksi,Berusaha sendiri,532100000051,450 VA,Bebas Sewa,Semen,Kayu,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011399000152,3201012010180051,Dewi Pratama,1978-09-12,48,Perempuan,Istri,Kawin/Nikah,15992757.0,15992757.0,10,10,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 152,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Ya,Perdagangan besar dan eceran,Buruh/Karyawan/Pegawai,532100000051,1300 VA,Kontrak/Sewa,Keramik,Kayu,Genteng,Layanan Perpipaan (PDAM),Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Tidak,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012599000153,3201012010180051,Hendra Hidayat,1961-06-27,65,Laki-laki,Anak,Belum Kawin,17570309.0,17570309.0,2,2,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 153,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Tidak,Administrasi pemerintahan,Berusaha sendiri,532100000051,1300 VA,Kontrak/Sewa,Semen,Kayu,Asbes,Sumur Bor/Pompa,Listrik PLN,LPG 3 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012393000154,3201012010180052,Nur Hidayat,1963-09-26,63,Perempuan,Kepala Keluarga,Kawin/Nikah,16452299.0,16452299.0,3,3,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 154,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000052,900 VA,Milik Sendiri,Keramik,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012486000155,3201012010180052,Yuni Pratama,2003-01-08,23,Perempuan,Istri,Belum Kawin,11989679.0,11989679.0,10,10,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 155,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Ya,Jasa keuangan & asuransi,Buruh/Karyawan/Pegawai,532100000052,1300 VA,Bebas Sewa,Semen,Tembok,Seng,Air Kemasan/Isi Ulang,Listrik PLN,LPG 5.5 kg / 12 kg,Sendiri,Leher Angsa,Tangki Septik,Ya,Tidak,Ya,Ya,Ya,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
