nomor_induk_kependudukan,nomor_kartu_keluarga,nama,tanggal_lahir,usia,jenis_kelamin,status_hubungan_keluarga,status_kawin,gaji_bulanan,gaji,desil_nasional,desil,provinsi,kabupaten_kota,kecamatan,kelurahan_desa,alamat,status_bantuan,pbi_nasional,pbi_pemda,partisipasi_sekolah,jenjang_tertinggi_yang_diduduki,ijazah_tertinggi_yang_dimiliki,status_bekerja,lapangan_usaha_dari_pekerjaan_utama,status_dalam_pekerjaan_utama,id_pelanggan_pln,daya_terpasang,status_kepemilikan_rumah,jenis_lantai_terluas,jenis_dinding_terluas,jenis_atap_terluas,sumber_air_minum_utama,sumber_penerangan_utama,bahan_bakar_utama_memasak,fasilitas_bab,jenis_kloset,pembuangan_akhir_tinja,kepemilikan_aset,aset_bergerak_sepeda_motor,aset_bergerak_mobil,aset_bergerak_tv_datar,aset_bergerak_smartphone,aset_bergerak_lemari_es,kondisi_gizi,penglihatan,pendengaran,berjalan_atau_naik_tangga
3201011670000131,3201012010180044,Yuni Hidayat,2001-03-09,25,Perempuan,Kepala Keluarga,Cerai Mati,15052783.0,15052783.0,4,4,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 131,Bukan Penerima Bantuan,Tidak,Tidak,Masih Sekolah,Sarjana (S1),Sarjana (S1),Tidak,Administrasi pemerintahan,Berusaha dibantu pekerja tidak tetap,532100000044,1300 VA,Kontrak/Sewa,Keramik,Plesteran Anyaman Bambu,Genteng Beton/Keramik,Sumur Terlindung,Listrik Non PLN,Listrik,Umum,Tidak Ada Kloset,Tangki Septik,Ya,Tidak,Ya,Ya,Tidak,Ya,Wasting,Tidak Ada Gangguan,Tuli Total,Tidak Bisa Berjalan
3201012276000132,3201012010180044,Agus Lestari,2004-09-05,22,Laki-laki,Anak,Cerai Hidup,2359422.0,2359422.0,9,9,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 132,PBI APBN (Kemenkes),Ya,Tidak,Masih Sekolah,SMP/MTs,SMP/MTs,Ya,Perdagangan besar dan eceran,Berusaha sendiri,532100000044,450 VA,Dinas,Ubin/Teraso,Tembok,Genteng Tanah Liat,Mata Air Terlindung,Bukan Listrik,Biogas,Tidak Ada,Cemplung/Cubluk,Tangki Septik,Ya,Tidak,Ya,Ya,Ya,Ya,Kurang Gizi,Tidak Ada Gangguan,Gangguan Ringan,Tidak Bisa Berjalan
3201011181000133,3201012010180045,Tri Kurniawan,2007-06-26,19,Laki-laki,Kepala Keluarga,Cerai Hidup,5790458.0,5790458.0,2,2,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 133,PBI APBD (Pemda),Tidak,Ya,Belum Sekolah,SD/MI,SD/MI,Ya,Industri pengolahan,Pekerja keluarga/tidak dibayar,532100000045,2200 VA,Kontrak/Sewa,Ubin/Teraso,Plesteran Anyaman Bambu,Bambu/Ijuk,Layanan Perpipaan (PDAM),Listrik PLN Tanpa Meteran,Kayu Bakar,Tidak Ada,Leher Angsa,Kolam/Sawah/Sungai/Danau/Laut,Ya,Tidak,Tidak,Ya,Ya,Ya,Kurang Gizi,Gangguan Berat,Tuli Total,Tidak Ada Gangguan
3201012789000134,3201012010180045,Ahmad Hidayat,1975-09-11,51,Laki-laki,Anak,Cerai Mati,4622254.0,4622254.0,10,10,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 134,Bukan Penerima Bantuan,Tidak,Tidak,Masih Sekolah,Diploma (D1-D4),Diploma (D1-D4),Tidak,Administrasi pemerintahan,Berusaha dibantu pekerja tidak tetap,532100000045,2200 VA,Dinas,Keramik,Tembok,Seng,Mata Air Terlindung,Listrik PLN Dengan Meteran,Kayu Bakar,Bersama,Cemplung/Cubluk,Tangki Septik,Ya,Tidak,Ya,Ya,Tidak,Ya,Wasting,Gangguan Ringan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012481000135,3201012010180045,Wawan Nyak Dien,1971-06-19,55,Laki-laki,Istri,Belum Kawin,15285593.0,15285593.0,10,10,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 135,PBI APBD (Pemda),Tidak,Ya,Belum Sekolah,SD/MI,SD/MI,Tidak,Penyediaan Akomodasi & Makan Minum,Berusaha sendiri,532100000045,2200 VA,Milik Sendiri,Bambu,Bambu,Genteng Tanah Liat,Air Hujan,Bukan Listrik,LPG 3 kg,Sendiri,Cemplung/Cubluk,Kolam/Sawah/Sungai/Danau/Laut,Ya,Tidak,Tidak,Ya,Ya,Ya,Kurang Gizi,Tidak Ada Gangguan,Gangguan Ringan,Tidak Bisa Berjalan
3201011180000136,3201012010180046,Tri Nyak Dien,1975-09-23,51,Laki-laki,Istri,Belum Kawin,1605947.0,1605947.0,4,4,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 136,PBI APBN + PKH,Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Jasa keuangan & asuransi,Pekerja bebas,532100000046,450 VA,Dinas,Bambu,Tembok,Beton,Sumur Terlindung,Listrik Non PLN,LPG 3 kg,Tidak Ada,Tidak Ada Kloset,Lubang Tanah,Ya,Ya,Tidak,Ya,Tidak,Tidak,Resiko Stunting,Gangguan Ringan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011894000137,3201012010180046,Irfan Putri,1998-10-03,28,Laki-laki,Kepala Keluarga,Cerai Mati,8121818.0,8121818.0,6,6,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 137,Bukan Penerima Bantuan,Tidak,Tidak,Belum Sekolah,SD/MI,SD/MI,Tidak,Jasa keuangan & asuransi,Pekerja bebas,532100000046,3500 VA,Dinas,Bambu,Kayu,Asbes,Air Kemasan/Isi Ulang,Listrik PLN Tanpa Meteran,LPG 5.5 kg / 12 kg,Umum,Plengsengan,Tangki Septik,Ya,Ya,Ya,Ya,Ya,Tidak,Normal,Gangguan Berat,Tuli Total,Tidak Ada Gangguan
3201011984000138,3201012010180046,Nur Santoso,1976-04-24,50,Perempuan,Istri,Belum Kawin,15103668.0,15103668.0,10,10,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 138,PBI APBD (Pemda),Tidak,Ya,Belum Sekolah,Magister (S2),Magister (S2),Ya,Transportasi & Pergudangan,Pekerja keluarga/tidak dibayar,532100000046,Tanpa PLN,Milik Sendiri,Semen/Bata Merah,Kayu,Genteng Tanah Liat,Sumur Bor/Pompa,Listrik PLN Tanpa Meteran,Biogas,Umum,Leher Angsa,Pantai/Tanah Lapang/Kebun,Ya,Ya,Ya,Tidak,Tidak,Tidak,Normal,Tidak Ada Gangguan,Gangguan Ringan,Tidak Bisa Berjalan
3201012277000139,3201012010180047,Yuni Pratama,1975-08-28,51,Perempuan,Kepala Keluarga,Belum Kawin,1917071.0,1917071.0,1,1,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 139,PBI APBD (Pemda),Tidak,Ya,Belum Sekolah,SMA/SMK/MA,SMA/SMK/MA,Tidak,Penyediaan Akomodasi & Makan Minum,Berusaha dibantu pekerja tidak tetap,532100000047,Tanpa PLN,Kontrak/Sewa,Keramik,Bambu,Bambu/Ijuk,Sumur Bor/Pompa,Listrik Non PLN,Biogas,Umum,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Tidak,Ya,Tidak,Resiko Stunting,Gangguan Ringan,Gangguan Ringan,Gangguan Ringan
3201011472000140,3201012010180047,Yuni Kusuma,1981-04-19,45,Perempuan,Istri,Cerai Mati,4369550.0,4369550.0,4,4,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 140,PBI APBD (Pemda),Tidak,Ya,Belum Sekolah,Sarjana (S1),Sarjana (S1),Ya,Jasa keuangan & asuransi,Pekerja bebas,532100000047,Tanpa PLN,Kontrak/Sewa,Kayu/Papan,Kayu,Bambu/Ijuk,Mata Air Terlindung,Listrik PLN Tanpa Meteran,Listrik,Sendiri,Leher Angsa,Lubang Tanah,Ya,Tidak,Ya,Ya,Tidak,Tidak,Kurang Gizi,Gangguan Berat,Gangguan Ringan,Tidak Bisa Berjalan
3201011874000141,3201012010180047,Rahmat Pratama,1963-03-01,63,Laki-laki,Anak,Belum Kawin,2750659.0,2750659.0,6,6,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 141,PBI APBN (Kemenkes),Ya,Tidak,Belum Sekolah,Diploma (D1-D4),Diploma (D1-D4),Ya,Penyediaan Akomodasi & Makan Minum,Pekerja bebas,532100000047,900 VA,Dinas,Kayu/Papan,Seng,Genteng Beton/Keramik,Layanan Perpipaan (PDAM),Listrik PLN Tanpa Meteran,LPG 5.5 kg / 12 kg,Sendiri,Tidak Ada Kloset,Tangki Septik,Ya,Tidak,Tidak,Ya,Ya,Ya,Normal,Gangguan Ringan,Gangguan Ringan,Tidak Bisa Berjalan
3201012592000142,3201012010180048,Cut Suryani,1970-07-13,56,Perempuan,Kepala Keluarga,Cerai Mati,2156193.0,2156193.0,9,9,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 142,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Industri pengolahan,Pekerja keluarga/tidak dibayar,532100000048,3500 VA,Dinas,Tanah,Tembok,Beton,Sumur Terlindung,Listrik PLN Dengan Meteran,LPG 5.5 kg / 12 kg,Umum,Tidak Ada Kloset,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Wasting,Tidak Ada Gangguan,Tuli Total,Tidak Bisa Berjalan
3201011484000143,3201012010180048,Ahmad Umar,2001-09-04,25,Laki-laki,Istri,Belum Kawin,2324320.0,2324320.0,3,3,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 143,PBI APBN + PKH,Ya,Tidak,Belum Sekolah,Magister (S2),Magister (S2),Ya,Penyediaan Akomodasi & Makan Minum,Buruh/Karyawan/Pegawai,532100000048,1300 VA,Bebas Sewa,Tanah,Kayu,Bambu/Ijuk,Air Hujan,Listrik PLN Dengan Meteran,LPG 3 kg,Sendiri,Tidak Ada Kloset,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Ya,Tidak,Tidak,Normal,Gangguan Ringan,Gangguan Ringan,Tidak Bisa Berjalan
3201011475000144,3201012010180048,Wawan Sartika,2004-12-02,22,Laki-laki,Orang Tua/Mertua,Cerai Hidup,4631260.0,4631260.0,2,2,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 144,PBI APBD (Pemda),Tidak,Ya,Masih Sekolah,SD/MI,SD/MI,Tidak,Perdagangan besar dan eceran,Berusaha dibantu pekerja tidak tetap,532100000048,2200 VA,Dinas,Bambu,Tembok,Beton,Sumur Terlindung,Listrik PLN Tanpa Meteran,LPG 5.5 kg / 12 kg,Tidak Ada,Tidak Ada Kloset,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Ya,Ya,Ya,Tidak,Resiko Stunting,Tidak Ada Gangguan,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011190000145,3201012010180049,Bambang Rahmawati,1964-01-22,62,Laki-laki,Anak,Cerai Hidup,3202826.0,3202826.0,3,3,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 145,PKH & BPNT,Tidak,Tidak,Belum Sekolah,Magister (S2),Magister (S2),Ya,Penyediaan Akomodasi & Makan Minum,Pekerja keluarga/tidak dibayar,532100000049,1300 VA,Milik Sendiri,Keramik,Bambu,Seng,Sumur Bor/Pompa,Bukan Listrik,LPG 3 kg,Tidak Ada,Leher Angsa,Kolam/Sawah/Sungai/Danau/Laut,Ya,Tidak,Ya,Ya,Tidak,Tidak,Kurang Gizi,Gangguan Ringan,Tuli Total,Tidak Ada Gangguan
3201011173000146,3201012010180049,Eko Umar,1985-12-23,41,Laki-laki,Anak,Cerai Mati,7378186.0,7378186.0,3,3,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 146,Bukan Penerima Bantuan,Tidak,Tidak,Belum Sekolah,Diploma (D1-D4),Diploma (D1-D4),Tidak,Penyediaan Akomodasi & Makan Minum,Berusaha sendiri,532100000049,3500 VA,Kontrak/Sewa,Tanah,Bambu,Genteng Beton/Keramik,Air Kemasan/Isi Ulang,Listrik PLN Dengan Meteran,LPG 3 kg,Tidak Ada,Leher Angsa,Lubang Tanah,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Resiko Stunting,Tidak Ada Gangguan,Tuli Total,Tidak Ada Gangguan
3201011978000147,3201012010180049,Teuku Nurbaya,1974-09-18,52,Laki-laki,Anak,Kawin/Nikah,13363548.0,13363548.0,10,10,Jawa Barat,Kota Bogor,Bogor Tengah,Paledang,Jl. Pajajaran No. 147,Bukan Penerima Bantuan,Tidak,Tidak,Masih Sekolah,SMP/MTs,SMP/MTs,Ya,Administrasi pemerintahan,Pekerja bebas,532100000049,Tanpa PLN,Dinas,Kayu/Papan,Tembok,Bambu/Ijuk,Layanan Perpipaan (PDAM),Bukan Listrik,LPG 5.5 kg / 12 kg,Tidak Ada,Cemplung/Cubluk,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Ya,Tidak,Tidak,Ya,Resiko Stunting,Gangguan Berat,Gangguan Ringan,Tidak Ada Gangguan
3201011478000148,3201012010180050,Budi Putri,1979-11-18,47,Laki-laki,Istri,Cerai Mati,6180163.0,6180163.0,6,6,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 148,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Diploma (D1-D4),Diploma (D1-D4),Ya,Penyediaan Akomodasi & Makan Minum,Berusaha sendiri,532100000050,1300 VA,Dinas,Semen/Bata Merah,Kayu,Beton,Sumur Bor/Pompa,Listrik PLN Tanpa Meteran,LPG 3 kg,Umum,Leher Angsa,Lubang Tanah,Ya,Ya,Tidak,Ya,Tidak,Ya,Resiko Stunting,Gangguan Berat,Gangguan Ringan,Tidak Bisa Berjalan
3201012679000149,3201012010180050,Cut Nyak Dien,2004-02-27,22,Perempuan,Istri,Belum Kawin,1576656.0,1576656.0,1,1,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 149,PKH & BPNT,Tidak,Tidak,Masih Sekolah,Magister (S2),Magister (S2),Ya,Administrasi pemerintahan,Berusaha dibantu pekerja tidak tetap,532100000050,450 VA,Milik Sendiri,Bambu,Bambu,Genteng Tanah Liat,Mata Air Terlindung,Listrik Non PLN,Biogas,Bersama,Cemplung/Cubluk,Lubang Tanah,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Normal,Gangguan Berat,Tidak Ada Gangguan,Tidak Ada Gangguan
3201011873000150,3201012010180050,Budi Pratama,1968-09-12,58,Laki-laki,Anak,Cerai Hidup,4577136.0,4577136.0,3,3,Jawa Barat,Kota Bandung,Coblong,Dago,Jl. Ganesha No. 150,PBI APBN (Kemenkes),Ya,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Tidak,Penyediaan Akomodasi & Makan Minum,Buruh/Karyawan/Pegawai,532100000050,900 VA,Milik Sendiri,Kayu/Papan,Tembok,Genteng Tanah Liat,Sumur Terlindung,Listrik PLN Dengan Meteran,LPG 3 kg,Tidak Ada,Tidak Ada Kloset,Lubang Tanah,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Normal,Buta Total,Tuli Total,Tidak Ada Gangguan
3201011296000151,3201012010180051,Ahmad Pratama,1984-05-22,42,Laki-laki,Orang Tua/Mertua,Cerai Mati,6405624.0,6405624.0,6,6,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 151,PBI APBN + PKH,Ya,Tidak,Masih Sekolah,Magister (S2),Magister (S2),Tidak,Administrasi pemerintahan,Berusaha dibantu pekerja tidak tetap,532100000051,2200 VA,Milik Sendiri,Keramik,Seng,Genteng Tanah Liat,Sumur Bor/Pompa,Bukan Listrik,Minyak Tanah,Bersama,Cemplung/Cubluk,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Ya,Tidak,Ya,Tidak,Normal,Gangguan Berat,Tuli Total,Gangguan Ringan
3201012288000152,3201012010180051,Irfan Kusuma,1994-04-18,32,Laki-laki,Istri,Cerai Mati,12246828.0,12246828.0,7,7,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 152,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Ya,Jasa keuangan & asuransi,Buruh/Karyawan/Pegawai,532100000051,Tanpa PLN,Dinas,Keramik,Plesteran Anyaman Bambu,Beton,Sumur Terlindung,Listrik Non PLN,Kayu Bakar,Sendiri,Tidak Ada Kloset,Lubang Tanah,Ya,Tidak,Tidak,Ya,Ya,Tidak,Wasting,Buta Total,Tuli Total,Tidak Bisa Berjalan
3201011172000153,3201012010180051,Rahmat Nyak Dien,1992-11-26,34,Laki-laki,Kepala Keluarga,Belum Kawin,12945306.0,12945306.0,10,10,Jawa Tengah,Kota Semarang,Semarang Selatan,Randusari,Jl. Pandanaran No. 153,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,SMP/MTs,SMP/MTs,Ya,Administrasi pemerintahan,Pekerja bebas,532100000051,3500 VA,Bebas Sewa,Kayu/Papan,Bambu,Genteng Tanah Liat,Mata Air Terlindung,Listrik PLN Dengan Meteran,Kayu Bakar,Tidak Ada,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Ya,Ya,Tidak,Normal,Gangguan Berat,Tidak Ada Gangguan,Tidak Ada Gangguan
3201012392000154,3201012010180052,Eko Wijaya,1995-06-23,31,Laki-laki,Orang Tua/Mertua,Cerai Mati,4012659.0,4012659.0,8,8,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 154,PBI APBD (Pemda),Tidak,Ya,Masih Sekolah,Sarjana (S1),Sarjana (S1),Tidak,Administrasi pemerintahan,Berusaha dibantu pekerja tidak tetap,532100000052,900 VA,Bebas Sewa,Tanah,Kayu,Genteng Beton/Keramik,Air Kemasan/Isi Ulang,Listrik PLN Dengan Meteran,Biogas,Sendiri,Plengsengan,Pantai/Tanah Lapang/Kebun,Ya,Tidak,Ya,Ya,Ya,Tidak,Kurang Gizi,Buta Total,Tuli Total,Tidak Ada Gangguan
3201012486000155,3201012010180052,Irfan Suryani,1979-06-08,47,Laki-laki,Istri,Cerai Mati,3115581.0,3115581.0,9,9,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 155,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Sarjana (S1),Sarjana (S1),Tidak,Perdagangan besar dan eceran,Buruh/Karyawan/Pegawai,532100000052,3500 VA,Dinas,Tanah,Bambu,Genteng Tanah Liat,Mata Air Terlindung,Bukan Listrik,Biogas,Sendiri,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Tidak,Ya,Ya,Ya,Tidak,Normal,Gangguan Berat,Tuli Total,Tidak Ada Gangguan
3201012087000156,3201012010180052,Budi Lestari,1984-09-16,42,Laki-laki,Anak,Cerai Mati,4773995.0,4773995.0,1,1,Jawa Timur,Kota Surabaya,Tegalsari,Kedungdoro,Jl. Basuki Rahmat No. 156,Bukan Penerima Bantuan,Tidak,Tidak,Belum Sekolah,SMA/SMK/MA,SMA/SMK/MA,Tidak,Perdagangan besar dan eceran,Berusaha dibantu pekerja tidak tetap,532100000052,3500 VA,Kontrak/Sewa,Bambu,Tembok,Bambu/Ijuk,Sumur Bor/Pompa,Listrik PLN Dengan Meteran,Listrik,Tidak Ada,Leher Angsa,Lubang Tanah,Ya,Ya,Tidak,Tidak,Ya,Tidak,Wasting,Gangguan Berat,Tidak Ada Gangguan,Tidak Bisa Berjalan
3201011389000157,3201012010180053,Anisa Nyak Dien,1997-08-12,29,Perempuan,Istri,Cerai Hidup,1995338.0,1995338.0,6,6,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 157,PBI APBN (Kemenkes),Ya,Tidak,Masih Sekolah,Sarjana (S1),Sarjana (S1),Ya,Penyediaan Akomodasi & Makan Minum,Berusaha dibantu pekerja tidak tetap,532100000053,2200 VA,Kontrak/Sewa,Tanah,Seng,Bambu/Ijuk,Air Hujan,Listrik PLN Tanpa Meteran,LPG 5.5 kg / 12 kg,Umum,Leher Angsa,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Ya,Ya,Tidak,Tidak,Kurang Gizi,Gangguan Berat,Gangguan Ringan,Tidak Bisa Berjalan
3201012777000158,3201012010180053,Yuni Wijaya,1985-05-05,41,Perempuan,Orang Tua/Mertua,Kawin/Nikah,8964980.0,8964980.0,9,9,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 158,PBI APBN (Kemenkes),Ya,Tidak,Masih Sekolah,Sarjana (S1),Sarjana (S1),Tidak,Transportasi & Pergudangan,Pekerja keluarga/tidak dibayar,532100000053,Tanpa PLN,Bebas Sewa,Semen/Bata Merah,Bambu,Seng,Air Kemasan/Isi Ulang,Listrik Non PLN,Biogas,Tidak Ada,Tidak Ada Kloset,Lubang Tanah,Ya,Ya,Tidak,Ya,Tidak,Ya,Normal,Tidak Ada Gangguan,Tidak Ada Gangguan,Gangguan Ringan
3201011386000159,3201012010180053,Dewi Suryani,1977-04-24,49,Perempuan,Anak,Cerai Hidup,1904917.0,1904917.0,1,1,Banten,Kota Tangerang,Tangerang,Sukarasa,Jl. Merdeka No. 159,Bukan Penerima Bantuan,Tidak,Tidak,Belum Sekolah,SMP/MTs,SMP/MTs,Ya,"Pertanian, kehutanan, dan perikanan",Buruh/Karyawan/Pegawai,532100000053,3500 VA,Kontrak/Sewa,Kayu/Papan,Plesteran Anyaman Bambu,Genteng Beton/Keramik,Air Kemasan/Isi Ulang,Listrik PLN Tanpa Meteran,Listrik,Umum,Tidak Ada Kloset,Tangki Septik,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Resiko Stunting,Tidak Ada Gangguan,Gangguan Ringan,Tidak Ada Gangguan
3201012282000160,3201012010180054,Cut Rahmawati,1971-05-06,55,Perempuan,Orang Tua/Mertua,Kawin/Nikah,11996881.0,11996881.0,2,2,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 160,PBI APBD (Pemda),Tidak,Ya,Belum Sekolah,Diploma (D1-D4),Diploma (D1-D4),Ya,"Pertanian, kehutanan, dan perikanan",Berusaha dibantu pekerja tidak tetap,532100000054,Tanpa PLN,Bebas Sewa,Keramik,Tembok,Genteng Tanah Liat,Air Kemasan/Isi Ulang,Listrik Non PLN,Minyak Tanah,Sendiri,Tidak Ada Kloset,Lubang Tanah,Ya,Ya,Ya,Tidak,Tidak,Ya,Wasting,Buta Total,Tuli Total,Tidak Ada Gangguan
3201012692000161,3201012010180054,Nur Lestari,1982-07-28,44,Perempuan,Kepala Keluarga,Belum Kawin,9243865.0,9243865.0,6,6,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 161,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,SD/MI,SD/MI,Ya,Administrasi pemerintahan,Pekerja keluarga/tidak dibayar,532100000054,1300 VA,Milik Sendiri,Kayu/Papan,Bambu,Bambu/Ijuk,Layanan Perpipaan (PDAM),Listrik PLN Tanpa Meteran,Kayu Bakar,Sendiri,Tidak Ada Kloset,Lubang Tanah,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Normal,Buta Total,Tuli Total,Tidak Ada Gangguan
3201011471000162,3201012010180054,Rahmat Santoso,2001-10-08,25,Laki-laki,Orang Tua/Mertua,Cerai Mati,9734479.0,9734479.0,8,8,Sumatera Utara,Kota Medan,Medan Baru,Petisah Tengah,Jl. Gajah Mada No. 162,Bukan Penerima Bantuan,Tidak,Tidak,Tidak Sekolah Lagi,SD/MI,SD/MI,Ya,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000054,1300 VA,Milik Sendiri,Kayu/Papan,Tembok,Genteng Beton/Keramik,Air Hujan,Bukan Listrik,Biogas,Bersama,Plengsengan,Tangki Septik,Ya,Ya,Ya,Tidak,Ya,Tidak,Normal,Gangguan Ringan,Tuli Total,Tidak Bisa Berjalan
3201011470000163,3201012010180055,Anisa Rahmawati,1974-02-15,52,Perempuan,Istri,Kawin/Nikah,3339452.0,3339452.0,2,2,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 163,PBI APBD (Pemda),Tidak,Ya,Tidak Sekolah Lagi,SMA/SMK/MA,SMA/SMK/MA,Tidak,Administrasi pemerintahan,Buruh/Karyawan/Pegawai,532100000055,Tanpa PLN,Kontrak/Sewa,Semen/Bata Merah,Kayu,Genteng Tanah Liat,Mata Air Terlindung,Listrik PLN Tanpa Meteran,Listrik,Sendiri,Leher Angsa,Kolam/Sawah/Sungai/Danau/Laut,Ya,Ya,Tidak,Ya,Tidak,Ya,Kurang Gizi,Gangguan Ringan,Tuli Total,Tidak Ada Gangguan
3201011473000164,3201012010180055,Sri Wijaya,2004-03-01,22,Perempuan,Orang Tua/Mertua,Kawin/Nikah,1513316.0,1513316.0,10,10,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 164,PKH & BPNT,Tidak,Tidak,Tidak Sekolah Lagi,Magister (S2),Magister (S2),Tidak,Jasa keuangan & asuransi,Berusaha sendiri,532100000055,900 VA,Bebas Sewa,Bambu,Seng,Asbes,Layanan Perpipaan (PDAM),Listrik PLN Tanpa Meteran,Kayu Bakar,Sendiri,Plengsengan,Pantai/Tanah Lapang/Kebun,Ya,Ya,Tidak,Tidak,Tidak,Ya,Resiko Stunting,Gangguan Ringan,Tidak Ada Gangguan,Tidak Bisa Berjalan
3201011389000165,3201012010180055,Bambang Kusuma,1984-11-22,42,Laki-laki,Istri,Cerai Hidup,3506258.0,3506258.0,8,8,Bali,Kota Denpasar,Denpasar Selatan,Sidakarya,Jl. Raya Puputan No. 165,PBI APBN + PKH,Ya,Tidak,Masih Sekolah,SMP/MTs,SMP/MTs,Ya,Perdagangan besar dan eceran,Pekerja bebas,532100000055,1300 VA,Kontrak/Sewa,Kayu/Papan,Bambu,Seng,Mata Air Terlindung,Bukan Listrik,LPG 3 kg,Sendiri,Leher Angsa,Lubang Tanah,Ya,Ya,Ya,Tidak,Ya,Ya,Resiko Stunting,Buta Total,Tuli Total,Tidak Bisa Berjalan
3201012083000166,3201012010180056,Rahmat Putri,1969-02-11,57,Laki-laki,Istri,Kawin/Nikah,4647169.0,4647169.0,7,7,DKI Jakarta,Jakarta Selatan,Cilandak,Cilandak Barat,Jl. Mawar No. 166,PBI APBD (Pemda),Tidak,Ya,Masih Sekolah,Diploma (D1-D4),Diploma (D1-D4),Tidak,Perdagangan besar dan eceran,Berusaha dibantu pekerja tidak tetap,532100000056,900 VA,Kontrak/Sewa,Bambu,Seng,Genteng Beton/Keramik,Sumur Terlindung,Listrik Non PLN,LPG 5.5 kg / 12 kg,Tidak Ada,Plengsengan,Kolam/Sawah/Sungai/Danau/Laut,Ya,Tidak,Ya,Tidak,Ya,Ya,Normal,Gangguan Berat,Tidak Ada Gangguan,Tidak Ada Gangguan
